sample,outcome,term,effect,coef_log_hours,duration_ratio,ci_low,ci_high,p_value,n,median_hours,aic
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.NONE]",author_association=NONE vs CONTRIBUTOR,2.0585271840110693,7.834422646044558,2.5477667123838943,24.09097265401725,0.00032847562106008986,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.OWNER]",author_association=OWNER vs CONTRIBUTOR,0.32791215798918183,1.388067036334319,0.2792384912086107,6.899944520608865,0.6885799352382662,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.ci_build],C(task_category)[T.ci_build],-0.3236893179070806,0.7234749781877373,0.35763942820842287,1.463530032708569,0.3678689212387162,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.dependency],C(task_category)[T.dependency],-1.0247964353474275,0.35886951111828647,0.14189271617057486,0.9076387392250467,0.030413488732824324,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.docs],C(task_category)[T.docs],-0.041950557824849626,0.9589171903521336,0.4540531651626221,2.025142094590393,0.9124235523874142,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.feature],C(task_category)[T.feature],0.14976578758672174,1.1615621585904494,0.5996873533214868,2.249883444758917,0.6570408950665978,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.other],C(task_category)[T.other],0.7623452069982797,2.1432968057080695,0.8097448583067224,5.67304768932335,0.12477653814930467,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.performance],C(task_category)[T.performance],-0.32022749779255283,0.7259838585602783,0.2403082077441993,2.193235794305875,0.5702496685904364,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.refactor],C(task_category)[T.refactor],-0.4200661633822597,0.6570033488132649,0.26966077602999555,1.600727427647208,0.3552115549677247,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.security],C(task_category)[T.security],0.5645288127125173,1.7586189485769979,0.5366082356206737,5.763498211533809,0.35126799719977875,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(task_category)[T.test],C(task_category)[T.test],0.09106585785655043,1.0953411397027817,0.47914337375660054,2.5039941655018265,0.8290891812067424,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(created_month)[T.2025-03],C(created_month)[T.2025-03],0.2419269288587033,1.273701118621309,0.2835944284962788,5.7205444697178205,0.752258830461602,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(created_month)[T.2025-04],C(created_month)[T.2025-04],-4.512207904666072,0.010974203412429624,0.0039970862860515734,0.03013023285427971,2.016541662472806e-18,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(created_month)[T.2025-05],C(created_month)[T.2025-05],-2.717681701163049,0.06602764895209691,0.020123469685044523,0.21664506640131626,7.362508194641595e-06,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(created_month)[T.2025-06],C(created_month)[T.2025-06],-2.738891381461601,0.06464197047104255,0.018350528537800934,0.22770920945255152,2.0160349169489915e-05,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,C(created_month)[T.2025-07],C(created_month)[T.2025-07],-2.608813180305159,0.07362186781654954,0.022228581787070576,0.2438382921914605,1.9577680439265445e-05,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,account_age_z,"account age, per SD",-0.016007626819949654,0.98411981432203,0.7646268469215929,1.266620198911926,0.9010587381769876,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,log_followers_z,"followers, log1p per SD",-0.13329387561117798,0.8752078520699008,0.6829014584642183,1.1216681042788321,0.29235855996994475,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,log_github_total_churn_z,"GitHub total churn, log1p per SD",0.2922108661774407,1.3393854189472183,0.963540425761013,1.8618350123416307,0.08204535650433181,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,log_github_changed_files_z,"GitHub changed files, log1p per SD",-0.1377312102452585,0.8713328656198676,0.6141988642105045,1.2361158688973448,0.4401555631849121,331,3.4558333333333335,1344.5332897984915
duration_github_enriched_human_account_linked_no_extreme_pairs,log_review_latency_hours,log_github_commits_z,"GitHub commits, log1p per SD",0.4426276007247428,1.5567924779889089,1.1852357023502202,2.044827720526012,0.0014654451097350389,331,3.4558333333333335,1344.5332897984915
