merged,prs,vader_mean,textblob_mean,senticr_negative_share,discussion_items
not_merged,2746,0.13674878064675025,0.055811262427657306,0.22376229372326636,3.351784413692644
merged,3225,0.1442679574757233,0.08524956091396763,0.18061379117099463,3.9435658914728684
